Company Phone,Website,Industry,# Employees,Company,original_index,is_b2b,serves_1000,sales_pitch,matched_golden_partner,match_reasoning
'+49 89 24590123,http://www.exomatter.ai,research,18,ExoMatter,2353,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Beratung, das sich auf die digitale Transformation von Industrieunternehmen mit komplexen technischen Anlagen spezialisiert hat. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",RODIAS GmbH,Fokus auf digitale Transformation in Industrieunternehmen.; Spezialisierung auf die Wartung und das Asset Management komplexer technischer Anlagen.; Angebot von kundenspezifischen IT-Lösungen.
'+49 89 41617700,http://www.mantro.net,think tanks,30,mantro,2359,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Beratung, das sich auf die digitale Transformation im Industriesektor spezialisiert hat und Unternehmen mit komplexen technischen Anlagen anspricht. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",RODIAS GmbH,Gemeinsame Ausrichtung auf digitale Transformation und IT-Beratung.; Fokus auf die Entwicklung und Implementierung von kundenspezifischen Softwarelösungen.; Expertise in der Beratung von Unternehmen zur Optimierung ihrer Prozesse durch Technologie.
,http://www.seracom.de,information technology & services,18,seracom GmbH,2360,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Beratung, das sich auf digitale Transformation im Industriesektor spezialisiert und Lösungen für die Wartung und das Anlagenmanagement anbietet. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",RODIAS GmbH,Gemeinsame Ausrichtung auf IT-Dienstleistungen und digitale Transformation.; Ähnliche Expertise in der Entwicklung kundenspezifischer Softwarelösungen.; Fokus auf Prozessoptimierung und Effizienzsteigerung durch digitale Produkte.
'+49 231 1772830,http://www.schwarz-matt.com,design,24,Schwarz+Matt,2367,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für eine Digitalagentur aus dem Bereich Webdesign und Performance Marketing, die ebenfalls Unternehmen anspricht. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",PNP Media,"Ähnliche Dienstleistungen: Webdesign und Entwicklung, Branding.; Fokus auf Unternehmen als Zielgruppe.; PNP Media ist eine Digitalagentur, ähnlich wie Schwarz-Matt."
'+49 30 600500400,http://www.datatrain.de,information technology & services,30,Datatrain GmbH,2371,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Construction Tech, das eine innovative App für digitale Vermessung und Navigation im Bauingenieurwesen anbietet und sich an Bauunternehmen richtet. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",SitePlan GmbH,"Gemeinsame Ausrichtung auf die Immobilienbranche durch digitale Lösungen.; SitePlan bietet Software für Bauingenieurwesen, was eine Überschneidung mit dem Management von Immobilienprojekten impliziert.; Datatrain bietet SAP-integrierte Cloud-Lösungen, während SitePlan eine App für digitale Vermessung und Navigation anbietet, was auf eine ähnliche technologische Ausrichtung hindeutet."
'+49 21 732697183,http://www.bcsit-gmbh.de,information technology & services,16,BCS-IT GmbH,2378,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich digitale Logistiklösungen, das ebenfalls Unternehmen in den Bereichen Logistik, Transport und Supply Chain Management anspricht. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",NxtLog,Gemeinsame Ausrichtung auf digitale Lösungen für Logistik und Transport.; Ähnliche Produkte/Services: Software zur Optimierung und Automatisierung von Logistikprozessen.; Überschneidung im Bereich Supply Chain Management Lösungen.
'+49 6232 600460,http://www.bankettprofi.de,information technology & services,19,Bankettprofi GmbH,2382,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Healthcare IT, das digitale Menübestellsysteme für Kliniken anbietet. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",HospiChef UG (haftungsbeschränkt),Gemeinsame Zielgruppe: Kliniken; Ähnliche Produkte/Services: Digitale Menübestellsysteme; Fokus auf Digitalisierung und Automatisierung von Prozessen
'+49 52 197698910,http://www.wistec.gmbh,management consulting,21,WISTEC GmbH,2383,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Consulting, das sich auf die digitale Transformation im Industriesektor und insbesondere auf die Wartung und das Anlagenmanagement komplexer technischer Anlagen spezialisiert hat. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",RODIAS GmbH,Gemeinsame Ausrichtung auf IT-Lösungen und Consulting.; Fokus auf digitale Transformation und Prozessoptimierung.; Angebot von massgeschneiderten Softwarelösungen.
'+49 911 927850,http://www.juradirekt.com,law practice,24,JURA DIREKT GmbH,2390,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für eine Digitalagentur, die sich auf die Digitalisierung von Prozessen und Leadgenerierung für Unternehmen, insbesondere Anwaltskanzleien, spezialisiert hat. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",Digitalagentur1,"Bietet Dienstleistungen für Anwaltskanzleien an.; Fokus auf Digitalisierung und Automatisierung von Prozessen.; Ähnliche Zielgruppe: Unternehmen, einschließlich Anwaltskanzleien."
'+49 221 7887050,http://www.qualitus.de,e-learning,26,Qualitus GmbH,2395,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich E-Learning, das ebenfalls digitale Lernplattformen für die Entwicklung von Mitarbeiterkompetenzen anbietet. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",Relias Learning GmbH,Gemeinsame Industrie: E-Learning und digitale Bildung.; Ähnliche Produkte/Services: Digitale Lernplattformen und E-Learning-Lösungen.; Fokus auf die Entwicklung von Mitarbeiterkompetenzen durch digitale Lernangebote.
'+49 91 19267400,http://www.promantis.de,management consulting,17,promantis GmbH,2396,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Beratung, das sich auf die digitale Transformation von Industrieunternehmen mit komplexen Anlagen spezialisiert hat. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",RODIAS GmbH,"Direkte Übereinstimmung in der Branche: IT-Beratung; Ähnliche Dienstleistungen: RODIAS bietet kundenspezifische IT-Lösungen und Beratung für die digitale Transformation an, was sich mit den Digitalisierungslösungen von Promantis deckt.; Fokus auf innovative Technologien: Beide Unternehmen betonen den Einsatz von KI und anderen modernen Technologien."
'+49 2572 8008484,http://www.emolog.de,logistics & supply chain,30,EMO-LOG GmbH,2398,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich digitale Logistiklösungen, das ebenfalls Unternehmen in den Bereichen Logistik, Transport und Supply Chain Management anspricht. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",NxtLog,"Gemeinsame Branche: Digitale Lösungen für Logistik und Transport.; Ähnliche Produkte/Services: Software zur Optimierung und Automatisierung von Logistikprozessen.; Gemeinsame Zielgruppe: Unternehmen in den Bereichen Logistik, Transport und Supply Chain Management."
'+49 71 5136900289,http://www.itcg.de,information technology & services,30,ITCG AG,2400,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Beratung, das sich auf digitale Transformation im Bereich Wartung und Anlagenmanagement für Industrieunternehmen spezialisiert hat. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",RODIAS GmbH,Gemeinsame Ausrichtung auf IT-Beratung und kundenspezifische IT-Lösungen.; Überschneidung im Bereich der digitalen Transformation und Prozessoptimierung.; Fokus auf die Entwicklung von Softwarelösungen für Unternehmen.
'+49 721 90990170,http://www.batemo.com,information technology & services,29,Batemo GmbH,2405,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Beratung für die digitale Transformation in der Industrie, das sich auf die Wartung und das Asset Management komplexer technischer Anlagen spezialisiert hat. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",RODIAS GmbH,"Ähnliche technologische Ausrichtung: IT-Lösungen für die Industrie.; Potenzielle Synergien: RODIAS bietet Lösungen für die Wartung komplexer technischer Anlagen, während Batemo Software für die Batterieentwicklung anbietet.; Gemeinsame Zielgruppe: Unternehmen mit komplexen technischen Anlagen."
'+49 3304 2472770,http://www.miete24.com,financial services,16,miete24.com,2408,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Dokumentenmanagement Software, das ebenfalls Unternehmen anspricht, die ihre Dokumente digital verwalten möchten. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",Uberblick.io,Ähnliche Dienstleistungen: Digitale Dokumentenverwaltung.; Zielgruppe: Unternehmen (allgemein).; Überschneidung bei der Bereitstellung von Lösungen für Unternehmen.
'+49 89 46132877,http://www.loyamo.com,marketing & advertising,21,Loyamo GmbH,2409,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Digital Marketing, das ebenfalls KMUs anspricht und Dienstleistungen wie SEO, SEA und Webdesign anbietet. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",PNP Media,Gemeinsame Ausrichtung auf KMUs als Zielgruppe.; Überschneidung im Angebot von SEO und SEA Dienstleistungen.; Ähnliche Dienstleistungen im Bereich Webdesign und Entwicklung.
'+49 711 396350,http://www.magaziniker.de,public relations & communications,20,Die Magaziniker,2412,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Medien und Verlagswesen, das sich ebenfalls an kleine und mittelständische Unternehmen (KMUs) richtet. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",Schlütersche Verlagsgesellschaft mbH & Co. KG,"Gemeinsame Ausrichtung auf Content und Medien.; Schlütersche bietet Online-Marketing-Services für KMUs, was mit der Content-Erstellung für verschiedene Kanäle übereinstimmt.; Beide bedienen Unternehmen als Zielgruppe."
'+49 7131 2041060,http://www.hiqs.de,information technology & services,28,hiqs GmbH,2413,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Beratung, das sich auf die digitale Transformation von Industrieunternehmen spezialisiert hat, insbesondere im Bereich Wartung und Anlagenmanagement. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",RODIAS GmbH,Branche: IT-Beratung mit Fokus auf digitale Transformation.; Dienstleistungen: Einsatz von KI in der Wartung und vorausschauenden Instandhaltung.; Technologien: Nutzung von Augmented Reality und anderen innovativen Technologien.
'+49 208 2076580,http://www.aurantia.de,law practice,28,aurantia,2414,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Software as a Service (SaaS) für Steuerberater, das eine Plattform zur Digitalisierung des Dokumentenaustauschs anbietet und sich an Steuerberater und deren Mandanten richtet. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",DIGI-BEL,Gemeinsame Zielgruppe: Steuerberater und deren Mandanten.; Ähnliche Dienstleistungen: Fokus auf die Digitalisierung von Dokumenten und Prozessen im Steuerbereich.; Lösungen zur Vereinfachung der Kommunikation und des Datenaustauschs.
'+49 40 8996990,http://www.ligalux.de,design,21,Ligalux GmbH,2420,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Digitalagentur, das sich auf Webentwicklung und E-Commerce spezialisiert hat und sich an Unternehmen richtet, die ihre Online-Präsenz ausbauen möchten. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",Digitalagentur1,Ähnliche Dienstleistungen: Webentwicklung und Online-Marketing.; Überschneidung im Bereich der Digitalisierung und Automatisierung von Prozessen.; Potenzielle Synergien bei der Entwicklung von Kommunikationsstrategien und Designlösungen.
